                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                0.66007,                0.39198,                0.95308,                0.95828,                0.93908,                0.97556,                 0.8607,                0.77965,                 0.4623,                  1.031,               0.008119,               0.008119,               0.008119
                     21,                0.66557,                0.39819,                0.95402,                0.95112,                0.94244,                 0.9742,                0.86059,                0.77752,                0.47052,                 1.0232,                0.00802,                0.00802,                0.00802
                     22,                0.64247,                0.38534,                0.94741,                0.95944,                0.94448,                0.97664,                0.86582,                0.76886,                0.45773,                 1.0161,               0.007921,               0.007921,               0.007921
                     23,                0.64446,                0.38416,                0.95277,                0.95238,                0.94206,                0.97487,                0.85998,                0.76744,                0.47047,                 1.0213,               0.007822,               0.007822,               0.007822
                     24,                 0.6316,                0.37985,                0.94152,                0.95127,                  0.941,                 0.9744,                0.86271,                0.76531,                0.46731,                 1.0199,               0.007723,               0.007723,               0.007723
                     25,                0.62556,                0.37868,                0.93929,                0.95102,                0.94719,                0.97656,                 0.8609,                0.74884,                0.45367,                 1.0244,               0.007624,               0.007624,               0.007624
                     26,                0.61466,                0.37269,                0.93928,                0.95143,                0.94622,                0.97581,                0.85873,                0.75646,                0.47242,                 1.0195,               0.007525,               0.007525,               0.007525
                     27,                0.62271,                0.37465,                0.93736,                0.95972,                0.94168,                0.97753,                0.86437,                0.75887,                0.44641,                 1.0164,               0.007426,               0.007426,               0.007426
                     28,                0.60992,                0.36655,                0.93821,                 0.9573,                 0.9352,                0.97515,                0.86812,                 0.7481,                0.45845,                 1.0097,               0.007327,               0.007327,               0.007327
                     29,                0.60885,                0.36533,                0.93115,                  0.962,                0.91254,                0.97646,                0.86983,                0.74224,                 0.4485,                 1.0164,               0.007228,               0.007228,               0.007228
                     30,                0.60487,                0.36406,                0.93048,                0.93674,                0.94488,                0.97538,                0.87491,                0.72088,                0.44264,                0.99666,               0.007129,               0.007129,               0.007129
                     31,                 0.5945,                0.36121,                0.92717,                0.95297,                0.95051,                0.97818,                0.87636,                0.71891,                 0.4354,                 1.0003,                0.00703,                0.00703,                0.00703
                     32,                0.58269,                 0.3522,                0.92297,                0.92803,                0.93148,                 0.9718,                0.87233,                0.71586,                0.44745,                 1.0009,               0.006931,               0.006931,               0.006931
                     33,                0.57843,                0.35419,                0.92306,                0.95899,                0.93928,                 0.9782,                0.87955,                0.71932,                0.44416,                  1.008,               0.006832,               0.006832,               0.006832
                     34,                0.57738,                0.35335,                0.92231,                0.95381,                0.94698,                0.97799,                0.88085,                0.70722,                0.43843,                 1.0028,               0.006733,               0.006733,               0.006733
                     35,                0.57016,                0.34772,                0.92111,                0.95347,                0.94615,                0.97859,                0.87822,                0.70386,                0.42162,                0.99466,               0.006634,               0.006634,               0.006634
                     36,                0.56956,                0.34442,                0.91684,                0.94731,                0.94533,                0.97665,                0.87748,                0.71229,                 0.4476,                0.99781,               0.006535,               0.006535,               0.006535
                     37,                0.57088,                0.34925,                0.91847,                0.94038,                0.93501,                0.97498,                0.88005,                0.69592,                0.43821,                0.99866,               0.006436,               0.006436,               0.006436
                     38,                0.56702,                0.34536,                0.91864,                0.95579,                0.94851,                0.97835,                0.87089,                0.71357,                 0.4188,                 1.0079,               0.006337,               0.006337,               0.006337
                     39,                0.55971,                 0.3433,                0.91392,                0.92336,                 0.9408,                0.97386,                0.88035,                0.68889,                0.43272,                0.99189,               0.006238,               0.006238,               0.006238
                     40,                0.55796,                0.34113,                0.91435,                0.94773,                0.94614,                0.97611,                0.88172,                  0.689,                0.43269,                0.99332,               0.006139,               0.006139,               0.006139
                     41,                0.55644,                0.34285,                 0.9148,                0.95762,                0.94061,                0.97829,                0.88566,                0.69075,                 0.4233,                0.99645,                0.00604,                0.00604,                0.00604
                     42,                0.54391,                0.33701,                0.90499,                0.94342,                 0.9468,                0.97779,                0.88447,                 0.6807,                0.42373,                0.98501,               0.005941,               0.005941,               0.005941
                     43,                0.54356,                0.33192,                0.90946,                0.94533,                 0.9432,                0.97636,                0.88227,                0.68856,                0.43166,                0.99226,               0.005842,               0.005842,               0.005842
                     44,                0.53738,                0.33379,                0.90417,                0.95216,                0.94016,                0.97812,                0.88887,                0.67923,                0.41344,                0.98827,               0.005743,               0.005743,               0.005743
                     45,                0.53291,                0.33011,                0.90508,                0.95653,                0.94191,                0.97685,                0.88418,                 0.6907,                0.43102,                0.99253,               0.005644,               0.005644,               0.005644
                     46,                0.54322,                0.33204,                0.90771,                 0.9537,                0.94128,                0.97692,                0.88665,                0.67495,                0.41778,                0.98561,               0.005545,               0.005545,               0.005545
                     47,                0.53654,                0.32844,                0.90183,                0.95158,                0.94315,                0.97651,                0.88798,                0.67039,                0.41774,                0.98124,               0.005446,               0.005446,               0.005446
                     48,                0.52912,                0.32916,                0.90128,                0.94784,                0.94744,                0.97619,                0.88597,                0.68102,                0.42458,                0.98523,               0.005347,               0.005347,               0.005347
                     49,                0.53719,                0.32792,                0.90668,                0.94968,                0.94776,                0.97679,                  0.888,                0.66794,                0.42238,                0.98912,               0.005248,               0.005248,               0.005248
                     50,                0.52709,                0.32317,                0.90276,                  0.953,                0.95118,                0.97743,                0.88926,                0.66463,                 0.4146,                 0.9831,               0.005149,               0.005149,               0.005149
                     51,                0.51927,                0.32186,                0.89682,                0.95234,                 0.9474,                0.97694,                0.88917,                0.67193,                0.42387,                0.98646,                0.00505,                0.00505,                0.00505
                     52,                  0.513,                0.31774,                0.89687,                0.95197,                0.94251,                0.97659,                0.88777,                 0.6679,                0.42564,                0.98004,               0.004951,               0.004951,               0.004951
                     53,                0.51373,                0.31591,                0.89878,                0.95813,                0.93888,                0.97727,                0.89224,                0.65821,                0.42042,                0.98357,               0.004852,               0.004852,               0.004852
                     54,                0.50782,                0.31647,                0.89768,                0.95897,                0.94365,                0.97817,                0.89102,                0.65816,                0.41941,                0.98664,               0.004753,               0.004753,               0.004753
                     55,                0.50269,                0.31262,                0.89486,                0.94916,                0.94563,                0.97738,                 0.8926,                0.65456,                0.41044,                0.98928,               0.004654,               0.004654,               0.004654
                     56,                0.50407,                0.31411,                0.89494,                0.94566,                0.94309,                  0.975,                0.89011,                0.65688,                0.42207,                0.98414,               0.004555,               0.004555,               0.004555
                     57,                0.50286,                0.31108,                0.89319,                0.95887,                0.93981,                0.97713,                0.89407,                0.64776,                 0.4109,                0.97965,               0.004456,               0.004456,               0.004456
                     58,                0.51183,                 0.3193,                0.90045,                0.95792,                0.94668,                0.97809,                0.89369,                0.64675,                0.42247,                0.98283,               0.004357,               0.004357,               0.004357
                     59,                0.49262,                0.30808,                0.88839,                0.95644,                 0.9444,                0.97755,                0.89688,                  0.644,                0.42281,                0.97665,               0.004258,               0.004258,               0.004258
                     60,                0.49334,                0.30929,                0.88987,                0.96088,                0.94133,                0.97702,                0.89365,                0.64662,                0.42247,                0.97705,               0.004159,               0.004159,               0.004159
                     61,                 0.4935,                0.30959,                0.88959,                 0.9566,                0.95066,                0.97782,                0.89409,                0.64397,                0.41844,                0.97915,                0.00406,                0.00406,                0.00406
                     62,                0.48727,                0.30366,                0.88933,                0.95644,                0.94227,                0.97639,                0.89483,                0.63903,                0.41136,                0.98301,               0.003961,               0.003961,               0.003961
                     63,                0.49196,                0.30743,                0.88767,                0.95499,                0.94607,                0.97667,                0.89582,                0.64624,                0.40957,                0.97718,               0.003862,               0.003862,               0.003862
                     64,                0.48453,                0.30419,                0.88574,                0.96087,                0.94319,                0.97677,                0.89869,                0.63963,                0.41309,                0.98356,               0.003763,               0.003763,               0.003763
                     65,                0.48452,                0.30157,                0.88331,                0.95529,                0.94297,                0.97732,                0.89728,                0.63628,                0.41367,                0.97633,               0.003664,               0.003664,               0.003664
                     66,                0.48027,                0.30067,                0.88813,                0.95443,                0.94421,                0.97732,                0.89525,                0.64179,                0.40829,                   0.98,               0.003565,               0.003565,               0.003565
                     67,                0.47649,                0.30099,                0.88451,                0.95561,                0.94581,                0.97773,                 0.8976,                0.63165,                0.41119,                0.97179,               0.003466,               0.003466,               0.003466
                     68,                0.47769,                0.29732,                0.88399,                0.95442,                  0.947,                0.97718,                0.89916,                0.63086,                0.41069,                0.97984,               0.003367,               0.003367,               0.003367
                     69,                0.47614,                0.29657,                 0.8846,                0.96082,                0.94861,                0.97857,                 0.8968,                0.63052,                0.40781,                 0.9812,               0.003268,               0.003268,               0.003268
                     70,                0.46604,                0.29153,                0.87932,                0.96442,                0.94835,                0.97763,                0.90004,                0.62905,                0.40186,                0.97525,               0.003169,               0.003169,               0.003169
                     71,                0.46211,                0.29042,                 0.8799,                0.96531,                0.95207,                0.97911,                0.90029,                 0.6282,                0.40177,                0.98008,                0.00307,                0.00307,                0.00307
                     72,                0.46361,                0.29161,                0.88236,                0.95718,                0.94775,                0.97776,                0.90095,                0.62495,                0.40561,                0.97927,               0.002971,               0.002971,               0.002971
                     73,                0.46335,                 0.2907,                0.88203,                0.95174,                 0.9463,                0.97854,                0.90092,                0.62153,                0.40487,                0.97963,               0.002872,               0.002872,               0.002872
                     74,                0.45317,                0.28771,                0.87655,                0.96217,                 0.9434,                0.97812,                0.90227,                0.62348,                0.40844,                0.97726,               0.002773,               0.002773,               0.002773
                     75,                0.44696,                0.28353,                0.87536,                 0.9552,                0.94738,                0.97841,                0.90074,                0.62461,                0.40768,                0.97999,               0.002674,               0.002674,               0.002674
                     76,                0.44755,                0.28446,                 0.8764,                0.96113,                0.94423,                0.97809,                 0.9011,                0.62113,                0.41265,                0.97856,               0.002575,               0.002575,               0.002575
                     77,                0.45795,                0.28488,                 0.8814,                0.95611,                0.94864,                0.97796,                0.90035,                0.62241,                0.40996,                0.97969,               0.002476,               0.002476,               0.002476
                     78,                0.45915,                0.28787,                0.87712,                0.96546,                0.95075,                0.97738,                0.90186,                0.61984,                0.41097,                0.97699,               0.002377,               0.002377,               0.002377
                     79,                0.44013,                 0.2778,                0.87213,                0.95921,                0.94822,                  0.977,                0.90203,                0.61438,                0.41089,                0.97348,               0.002278,               0.002278,               0.002278
                     80,                0.44076,                0.27872,                 0.8721,                0.96464,                0.94637,                0.97698,                0.90387,                0.61427,                0.40771,                0.97283,               0.002179,               0.002179,               0.002179
                     81,                0.43878,                0.27706,                0.87228,                 0.9621,                0.94677,                0.97744,                0.90402,                0.61145,                0.41353,                0.97197,                0.00208,                0.00208,                0.00208
                     82,                0.43467,                0.27824,                0.87223,                0.96214,                 0.9485,                0.97731,                0.90416,                0.60755,                0.41269,                0.97227,               0.001981,               0.001981,               0.001981
                     83,                0.43635,                0.27707,                0.87303,                0.96225,                0.95025,                0.97778,                0.90347,                0.60807,                0.41246,                0.97408,               0.001882,               0.001882,               0.001882
                     84,                0.42885,                0.27294,                0.86842,                0.96508,                0.95075,                0.97776,                0.90442,                0.60843,                0.41257,                0.97559,               0.001783,               0.001783,               0.001783
                     85,                0.43095,                0.27278,                0.87065,                0.96569,                0.94789,                0.97829,                 0.9043,                0.60674,                0.40989,                0.97699,               0.001684,               0.001684,               0.001684
                     86,                0.42615,                0.27194,                0.86939,                0.96656,                0.95112,                0.97785,                0.90531,                0.60735,                 0.4099,                 0.9779,               0.001585,               0.001585,               0.001585
                     87,                 0.4227,                0.26649,                0.86754,                0.96815,                0.95096,                0.97808,                0.90355,                0.60698,                0.40943,                0.97667,               0.001486,               0.001486,               0.001486
                     88,                0.42713,                 0.2712,                0.86797,                0.95851,                0.94772,                0.97758,                0.90416,                0.60469,                0.40675,                0.97503,               0.001387,               0.001387,               0.001387
                     89,                0.42488,                0.27208,                0.86684,                0.96777,                 0.9514,                0.97819,                0.90486,                 0.6024,                0.40718,                 0.9725,               0.001288,               0.001288,               0.001288
                     90,                0.42045,                0.26781,                0.86856,                 0.9681,                0.95021,                0.97805,                0.90569,                0.60253,                0.40546,                0.97411,               0.001189,               0.001189,               0.001189
                     91,                0.40598,                0.24646,                0.86415,                0.96772,                0.95031,                0.97785,                0.90501,                0.60411,                0.40457,                0.97529,                0.00109,                0.00109,                0.00109
                     92,                0.39465,                0.24058,                0.86008,                0.96552,                0.94804,                0.97815,                0.90522,                 0.6049,                0.40487,                0.97557,               0.000991,               0.000991,               0.000991
                     93,                0.38627,                0.23711,                0.85776,                0.96268,                0.94745,                0.97844,                0.90498,                0.60573,                0.40469,                0.97495,               0.000892,               0.000892,               0.000892
                     94,                0.38487,                0.23502,                0.85514,                0.96098,                 0.9468,                0.97832,                0.90554,                0.60339,                0.40441,                0.97407,               0.000793,               0.000793,               0.000793
                     95,                0.38235,                0.23356,                0.85524,                0.96112,                0.94653,                0.97848,                0.90602,                0.59998,                0.40314,                 0.9736,               0.000694,               0.000694,               0.000694
                     96,                0.37848,                0.23188,                0.85336,                0.95596,                0.94955,                0.97761,                0.90647,                 0.5989,                0.40404,                 0.9744,               0.000595,               0.000595,               0.000595
                     97,                0.37585,                0.23187,                0.85511,                0.95518,                0.94821,                0.97789,                0.90676,                0.59698,                 0.4055,                0.97307,               0.000496,               0.000496,               0.000496
                     98,                0.36817,                0.22903,                0.85059,                 0.9515,                0.94931,                0.97733,                 0.9073,                0.59508,                0.40708,                0.97314,               0.000397,               0.000397,               0.000397
                     99,                0.36984,                 0.2291,                0.85021,                0.95381,                0.94908,                0.97756,                0.90772,                0.59414,                  0.408,                0.97391,               0.000298,               0.000298,               0.000298
                    100,                0.36787,                0.22687,                0.84861,                0.95807,                0.94839,                0.97778,                0.90805,                0.59351,                0.40799,                0.97446,               0.000199,               0.000199,               0.000199
