                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                0.89364,                0.61423,                 1.3179,                 0.9202,                0.90167,                0.95257,                0.79207,                 1.0018,                0.75036,                 1.4823,               0.008614,               0.008614,               0.008614
                     16,                0.89535,                0.60876,                 1.3188,                0.90877,                0.90497,                0.94964,                0.79668,                0.97471,                0.71928,                 1.4534,               0.008515,               0.008515,               0.008515
                     17,                0.88918,                0.60543,                  1.319,                 0.9309,                0.91842,                0.95749,                0.81258,                0.97356,                0.68669,                 1.4607,               0.008416,               0.008416,               0.008416
                     18,                0.88192,                0.59341,                  1.311,                0.92302,                0.92006,                0.95773,                0.80554,                0.96333,                0.68668,                 1.4291,               0.008317,               0.008317,               0.008317
                     19,                0.85856,                0.57797,                 1.2881,                0.92174,                0.91654,                0.95705,                0.80843,                0.95525,                0.68924,                 1.4234,               0.008218,               0.008218,               0.008218
                     20,                0.85548,                 0.5721,                 1.2871,                0.93332,                0.92224,                0.96151,                0.81786,                0.94807,                0.66699,                 1.4119,               0.008119,               0.008119,               0.008119
                     21,                0.86083,                 0.5816,                 1.2932,                0.92903,                0.92362,                 0.9608,                0.82025,                0.93293,                0.65858,                 1.4022,                0.00802,                0.00802,                0.00802
                     22,                0.83249,                0.55764,                 1.2707,                0.92719,                 0.9241,                0.96164,                 0.8218,                0.93184,                0.63687,                 1.3982,               0.007921,               0.007921,               0.007921
                     23,                0.83414,                0.56188,                 1.2766,                0.91062,                0.90494,                0.95391,                0.81566,                 0.9511,                0.68322,                 1.4092,               0.007822,               0.007822,               0.007822
                     24,                0.82082,                0.54913,                 1.2619,                0.92259,                0.91844,                0.95951,                0.82028,                0.93298,                0.66481,                 1.4007,               0.007723,               0.007723,               0.007723
                     25,                0.81695,                0.54755,                 1.2541,                0.93642,                0.91899,                0.96226,                0.82334,                0.92991,                0.62948,                 1.3854,               0.007624,               0.007624,               0.007624
                     26,                0.79874,                0.53593,                 1.2482,                0.92784,                0.92345,                 0.9616,                0.82588,                0.91109,                0.62076,                  1.386,               0.007525,               0.007525,               0.007525
                     27,                0.81118,                0.53916,                 1.2544,                0.93144,                0.93044,                0.96279,                0.82633,                0.92936,                0.63361,                 1.3857,               0.007426,               0.007426,               0.007426
                     28,                 0.7917,                0.52502,                 1.2451,                0.92629,                0.91873,                0.96251,                0.82454,                0.91934,                0.61857,                 1.3763,               0.007327,               0.007327,               0.007327
                     29,                0.79778,                0.52253,                 1.2426,                0.93527,                0.92049,                0.96369,                0.82964,                0.91106,                0.61591,                 1.3629,               0.007228,               0.007228,               0.007228
                     30,                0.79214,                0.52203,                 1.2345,                0.92114,                0.93208,                 0.9635,                0.82634,                0.91244,                0.60758,                 1.3727,               0.007129,               0.007129,               0.007129
                     31,                0.78683,                0.52148,                 1.2327,                0.93056,                 0.9295,                0.96351,                0.83117,                0.90292,                0.59886,                 1.3747,                0.00703,                0.00703,                0.00703
                     32,                0.76997,                0.50463,                  1.223,                0.94095,                0.91868,                0.96439,                0.83016,                0.89606,                0.60127,                 1.3578,               0.006931,               0.006931,               0.006931
                     33,                0.76649,                0.50363,                 1.2153,                0.93282,                0.92094,                0.96514,                0.83818,                0.87871,                0.59233,                 1.3372,               0.006832,               0.006832,               0.006832
                     34,                0.76505,                0.50325,                 1.2163,                0.94028,                0.92892,                0.96757,                0.83716,                0.88468,                0.59036,                  1.346,               0.006733,               0.006733,               0.006733
                     35,                 0.7588,                0.49873,                 1.2174,                0.93121,                0.92898,                0.96644,                 0.8354,                0.88685,                0.58517,                  1.346,               0.006634,               0.006634,               0.006634
                     36,                0.75927,                 0.4974,                 1.2102,                0.93421,                 0.9342,                0.96686,                0.83674,                0.87836,                0.58682,                 1.3372,               0.006535,               0.006535,               0.006535
                     37,                0.76359,                0.49678,                 1.2197,                0.94191,                0.93311,                0.96839,                0.84063,                0.87519,                0.56616,                 1.3345,               0.006436,               0.006436,               0.006436
                     38,                0.76095,                0.49379,                  1.216,                0.93883,                 0.9303,                0.96741,                0.83989,                0.86432,                0.57877,                 1.3298,               0.006337,               0.006337,               0.006337
                     39,                 0.7491,                0.48994,                  1.205,                 0.9339,                0.93797,                0.96909,                0.83675,                  0.878,                0.57146,                 1.3304,               0.006238,               0.006238,               0.006238
                     40,                0.74719,                0.48387,                 1.2046,                 0.9385,                0.93115,                0.96698,                0.83954,                0.86268,                0.56185,                 1.3308,               0.006139,               0.006139,               0.006139
                     41,                0.74765,                0.48816,                 1.2057,                0.93737,                0.93196,                0.96615,                0.83902,                0.86642,                 0.5663,                 1.3288,                0.00604,                0.00604,                0.00604
                     42,                0.73699,                0.47653,                 1.1917,                0.93581,                0.93701,                0.96793,                0.84214,                 0.8486,                0.57059,                  1.312,               0.005941,               0.005941,               0.005941
                     43,                0.73885,                0.47721,                 1.1945,                0.94213,                0.93648,                0.96878,                0.84303,                0.85596,                0.55613,                 1.3121,               0.005842,               0.005842,               0.005842
                     44,                0.73263,                 0.4746,                 1.1904,                0.94089,                0.93572,                 0.9686,                0.84488,                0.85727,                0.55179,                  1.314,               0.005743,               0.005743,               0.005743
                     45,                0.72029,                0.46865,                 1.1848,                0.93927,                0.93547,                0.96938,                0.84344,                 0.8651,                0.55849,                 1.3173,               0.005644,               0.005644,               0.005644
                     46,                0.73706,                0.47208,                 1.1956,                0.93665,                0.93065,                0.96546,                0.84224,                0.84602,                0.55524,                 1.3072,               0.005545,               0.005545,               0.005545
                     47,                0.73217,                0.46793,                 1.1823,                0.94103,                0.93841,                0.97034,                0.84724,                0.84949,                0.54485,                 1.3043,               0.005446,               0.005446,               0.005446
                     48,                0.72553,                0.46953,                 1.1859,                0.94372,                0.93296,                0.96964,                0.84268,                0.84388,                0.54449,                  1.308,               0.005347,               0.005347,               0.005347
                     49,                0.73034,                0.47432,                 1.1928,                 0.9408,                0.93534,                0.96921,                0.84557,                0.84092,                 0.5474,                 1.3058,               0.005248,               0.005248,               0.005248
                     50,                0.72135,                0.46545,                 1.1858,                0.94147,                0.93625,                0.96867,                0.84516,                0.84482,                 0.5428,                 1.3005,               0.005149,               0.005149,               0.005149
                     51,                0.71735,                0.45675,                 1.1771,                0.94349,                 0.9367,                 0.9698,                0.84735,                0.84182,                0.54581,                 1.2996,                0.00505,                0.00505,                0.00505
                     52,                0.71082,                0.45854,                 1.1741,                0.94418,                0.93428,                0.97048,                0.84739,                0.83683,                0.53889,                 1.2936,               0.004951,               0.004951,               0.004951
                     53,                0.70839,                0.45036,                 1.1744,                0.94089,                0.93607,                0.97062,                0.84735,                0.83702,                0.54052,                 1.2887,               0.004852,               0.004852,               0.004852
                     54,                0.70365,                0.44922,                 1.1703,                0.94923,                0.93636,                0.97217,                0.84803,                0.83339,                0.53308,                 1.2867,               0.004753,               0.004753,               0.004753
                     55,                0.69988,                 0.4464,                 1.1682,                0.94238,                0.94176,                0.97164,                0.84905,                0.82705,                0.53296,                 1.2859,               0.004654,               0.004654,               0.004654
                     56,                0.70268,                0.44986,                 1.1694,                0.94508,                0.93791,                0.97049,                 0.8516,                0.82415,                0.52886,                 1.2826,               0.004555,               0.004555,               0.004555
                     57,                0.70418,                0.44987,                 1.1682,                0.94824,                0.93512,                 0.9713,                0.85227,                0.81569,                0.52155,                 1.2727,               0.004456,               0.004456,               0.004456
                     58,                0.71859,                0.45641,                 1.1819,                0.94438,                0.93774,                0.97169,                0.84898,                 0.8226,                0.52524,                 1.2831,               0.004357,               0.004357,               0.004357
                     59,                0.69147,                0.43775,                 1.1564,                0.94617,                0.93894,                 0.9719,                0.85315,                0.82032,                0.52222,                 1.2756,               0.004258,               0.004258,               0.004258
                     60,                0.69574,                0.44268,                 1.1612,                 0.9473,                 0.9398,                0.97305,                0.85305,                0.82367,                0.52294,                 1.2754,               0.004159,               0.004159,               0.004159
                     61,                0.70103,                0.44212,                 1.1679,                0.94452,                0.94236,                0.97353,                0.85427,                0.81393,                 0.5198,                 1.2682,                0.00406,                0.00406,                0.00406
                     62,                0.68599,                0.43695,                 1.1551,                0.94797,                0.93853,                0.97202,                0.85456,                0.81351,                0.51811,                  1.272,               0.003961,               0.003961,               0.003961
                     63,                0.69563,                0.44213,                 1.1571,                0.94532,                0.94008,                0.97239,                0.85534,                 0.8106,                0.51484,                 1.2686,               0.003862,               0.003862,               0.003862
                     64,                0.69331,                0.43687,                 1.1626,                0.94773,                0.93608,                0.97242,                0.85478,                0.81067,                0.50928,                 1.2723,               0.003763,               0.003763,               0.003763
                     65,                0.69255,                0.43859,                 1.1568,                0.94534,                0.93846,                0.97294,                0.85413,                0.81398,                0.51205,                 1.2784,               0.003664,               0.003664,               0.003664
                     66,                0.68166,                0.43431,                 1.1576,                0.94598,                0.93986,                0.97281,                0.85299,                0.80789,                0.51306,                 1.2682,               0.003565,               0.003565,               0.003565
                     67,                0.68219,                0.43546,                 1.1578,                0.94807,                0.93907,                0.97371,                0.85521,                 0.8099,                0.50975,                 1.2658,               0.003466,               0.003466,               0.003466
                     68,                0.68581,                0.43285,                 1.1513,                0.94869,                0.94213,                0.97252,                0.85525,                0.79918,                0.50831,                 1.2572,               0.003367,               0.003367,               0.003367
                     69,                0.67944,                0.43317,                 1.1523,                0.94676,                0.94247,                0.97306,                0.85392,                0.79923,                0.50512,                 1.2623,               0.003268,               0.003268,               0.003268
                     70,                0.66592,                0.42237,                 1.1394,                0.95234,                0.93601,                0.97368,                0.85564,                0.79554,                0.50144,                 1.2563,               0.003169,               0.003169,               0.003169
                     71,                0.66672,                0.42137,                   1.14,                0.95637,                0.93358,                0.97416,                0.85742,                0.79935,                0.50092,                 1.2579,                0.00307,                0.00307,                0.00307
                     72,                0.66837,                 0.4238,                 1.1474,                0.95073,                 0.9393,                0.97355,                0.85391,                0.79819,                0.50353,                  1.265,               0.002971,               0.002971,               0.002971
                     73,                0.66857,                0.42661,                 1.1444,                0.94654,                0.93982,                0.97282,                0.85426,                0.79431,                 0.5077,                 1.2608,               0.002872,               0.002872,               0.002872
                     74,                 0.6631,                0.42017,                  1.136,                0.95026,                0.93715,                0.97305,                0.85627,                0.79644,                0.50725,                 1.2563,               0.002773,               0.002773,               0.002773
                     75,                0.65283,                 0.4109,                 1.1364,                0.95045,                0.93803,                0.97509,                 0.8579,                0.79278,                0.50618,                 1.2513,               0.002674,               0.002674,               0.002674
                     76,                0.65619,                0.41964,                 1.1356,                0.94648,                0.94135,                0.97378,                0.85746,                0.79083,                0.50797,                 1.2517,               0.002575,               0.002575,               0.002575
                     77,                0.67045,                0.42042,                 1.1481,                0.94897,                0.94194,                0.97406,                 0.8583,                0.79393,                0.50312,                 1.2546,               0.002476,               0.002476,               0.002476
                     78,                0.67478,                0.42181,                 1.1431,                0.95087,                0.93959,                0.97401,                0.85908,                0.79031,                0.50234,                 1.2512,               0.002377,               0.002377,               0.002377
                     79,                0.64427,                0.41032,                 1.1238,                0.94821,                0.94256,                0.97436,                  0.859,                0.78556,                0.49815,                 1.2488,               0.002278,               0.002278,               0.002278
                     80,                0.64837,                0.40907,                 1.1265,                0.94806,                0.94366,                0.97356,                0.85825,                0.78663,                0.49806,                 1.2485,               0.002179,               0.002179,               0.002179
                     81,                 0.6498,                0.40819,                 1.1289,                0.94973,                0.94074,                0.97439,                0.85956,                0.78706,                0.49655,                 1.2486,                0.00208,                0.00208,                0.00208
                     82,                0.64885,                 0.4096,                   1.13,                0.94943,                0.94426,                0.97458,                  0.861,                0.78779,                0.49767,                 1.2471,               0.001981,               0.001981,               0.001981
                     83,                0.65092,                0.41099,                 1.1293,                0.95083,                0.94208,                0.97432,                 0.8621,                0.78264,                0.49759,                  1.245,               0.001882,               0.001882,               0.001882
                     84,                 0.6414,                0.40444,                 1.1234,                 0.9509,                0.94069,                0.97501,                0.86238,                 0.7823,                0.49765,                 1.2449,               0.001783,               0.001783,               0.001783
                     85,                0.64422,                0.40616,                 1.1267,                0.94989,                0.94136,                0.97498,                 0.8621,                0.78168,                0.49612,                 1.2438,               0.001684,               0.001684,               0.001684
                     86,                0.63772,                0.40413,                 1.1226,                0.95252,                0.93979,                0.97552,                0.86246,                0.77858,                 0.4943,                 1.2418,               0.001585,               0.001585,               0.001585
                     87,                0.63305,                0.39898,                 1.1157,                0.95004,                0.94147,                0.97533,                0.86359,                0.77599,                0.49332,                 1.2402,               0.001486,               0.001486,               0.001486
                     88,                0.64065,                0.40142,                 1.1227,                0.95338,                0.93962,                0.97549,                 0.8632,                0.77488,                0.49171,                 1.2386,               0.001387,               0.001387,               0.001387
                     89,                0.64277,                0.40666,                 1.1249,                0.95178,                0.94157,                0.97505,                0.86405,                0.77231,                0.49286,                 1.2373,               0.001288,               0.001288,               0.001288
                     90,                0.63782,                 0.4012,                 1.1257,                0.95039,                0.94402,                0.97537,                0.86397,                 0.7719,                0.48936,                 1.2362,               0.001189,               0.001189,               0.001189
                     91,                0.61642,                0.36709,                 1.1386,                0.95327,                0.94076,                0.97534,                0.86431,                0.77197,                0.48933,                 1.2366,                0.00109,                0.00109,                0.00109
                     92,                0.59801,                0.35733,                 1.1219,                0.95299,                0.94179,                0.97551,                0.86471,                0.77093,                0.49055,                 1.2354,               0.000991,               0.000991,               0.000991
                     93,                 0.5917,                0.35342,                 1.1235,                0.95002,                0.94407,                0.97592,                0.86554,                 0.7667,                0.48928,                 1.2336,               0.000892,               0.000892,               0.000892
                     94,                0.59272,                0.35234,                 1.1162,                0.94996,                0.94288,                0.97437,                0.86473,                 0.7678,                0.48868,                 1.2341,               0.000793,               0.000793,               0.000793
                     95,                0.58898,                0.35198,                 1.1181,                0.95407,                0.94064,                0.97429,                0.86366,                0.76801,                0.48583,                 1.2345,               0.000694,               0.000694,               0.000694
                     96,                0.58438,                0.34586,                  1.111,                0.95222,                0.94287,                0.97453,                 0.8643,                0.76826,                0.48621,                 1.2345,               0.000595,               0.000595,               0.000595
                     97,                0.58526,                0.35083,                   1.12,                0.95154,                0.94397,                0.97453,                 0.8658,                0.76525,                0.48703,                 1.2317,               0.000496,               0.000496,               0.000496
                     98,                0.57382,                0.34368,                 1.1067,                0.95239,                0.94344,                0.97428,                0.86518,                0.76541,                0.48684,                 1.2327,               0.000397,               0.000397,               0.000397
                     99,                0.57987,                0.34787,                   1.11,                0.95091,                0.94416,                0.97416,                0.86462,                0.76547,                0.48802,                 1.2328,               0.000298,               0.000298,               0.000298
                    100,                0.58023,                0.34314,                 1.1092,                0.95309,                0.94256,                0.97401,                0.86642,                0.76335,                0.48809,                 1.2313,               0.000199,               0.000199,               0.000199
