                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                0.45847,                0.29485,                0.90767,                0.96954,                0.94894,                0.97977,                0.90734,                0.61076,                0.39841,                0.99947,               0.004456,               0.004456,               0.004456
                     58,                0.46607,                0.30279,                0.91085,                0.96274,                 0.9484,                0.98037,                0.90734,                0.60673,                0.38866,                0.99027,               0.004357,               0.004357,               0.004357
                     59,                0.44597,                 0.2911,                0.89737,                0.96258,                0.94345,                0.97925,                0.91004,                0.60711,                0.39523,                0.98421,               0.004258,               0.004258,               0.004258
                     60,                0.44884,                0.29135,                0.90027,                0.97064,                0.95334,                0.98081,                0.90778,                0.60728,                0.38849,                0.97837,               0.004159,               0.004159,               0.004159
                     61,                0.44635,                0.29178,                 0.9007,                0.97076,                0.94963,                0.98079,                0.91006,                0.60579,                0.39312,                0.99123,                0.00406,                0.00406,                0.00406
                     62,                0.44262,                0.28842,                0.89584,                0.96775,                0.94736,                0.98046,                0.91152,                0.60205,                0.38845,                0.97394,               0.003961,               0.003961,               0.003961
                     63,                0.44508,                 0.2893,                0.89848,                0.96508,                 0.9503,                0.98024,                0.91049,                0.60278,                0.38256,                0.97989,               0.003862,               0.003862,               0.003862
                     64,                0.44014,                0.28823,                0.89809,                0.96174,                 0.9453,                0.97832,                0.91043,                0.59644,                0.38393,                0.97974,               0.003763,               0.003763,               0.003763
                     65,                0.44161,                0.28185,                0.89798,                0.96557,                0.94337,                0.97911,                0.91126,                0.59245,                0.38438,                0.97663,               0.003664,               0.003664,               0.003664
                     66,                0.43516,                0.28309,                 0.8969,                0.96469,                0.94558,                0.97916,                0.90979,                0.59886,                0.38437,                0.97957,               0.003565,               0.003565,               0.003565
                     67,                0.42991,                0.28324,                0.89412,                0.96864,                0.94895,                0.98018,                0.91332,                0.58743,                0.38433,                0.97939,               0.003466,               0.003466,               0.003466
                     68,                0.43105,                0.27821,                0.89456,                0.96804,                0.94857,                0.97942,                0.91302,                0.59055,                0.38543,                0.98154,               0.003367,               0.003367,               0.003367
                     69,                0.42818,                0.27743,                0.89656,                0.96765,                0.94773,                0.97936,                0.91075,                0.59404,                0.38555,                0.98846,               0.003268,               0.003268,               0.003268
                     70,                0.42101,                0.27223,                0.89024,                0.96724,                0.94827,                0.98017,                 0.9121,                0.58796,                0.38009,                0.98309,               0.003169,               0.003169,               0.003169
                     71,                0.41448,                0.27212,                0.88791,                0.97162,                0.95007,                0.97988,                 0.9121,                0.58575,                0.38269,                0.98534,                0.00307,                0.00307,                0.00307
                     72,                0.41673,                0.27576,                0.88628,                0.96494,                   0.95,                0.97993,                0.91322,                0.58619,                0.38203,                0.97736,               0.002971,               0.002971,               0.002971
                     73,                0.41894,                0.27125,                0.89169,                0.96854,                0.94755,                0.97969,                0.91213,                0.58204,                0.38242,                0.97856,               0.002872,               0.002872,               0.002872
                     74,                 0.4085,                0.26931,                0.88707,                 0.9712,                 0.9504,                0.97993,                0.91291,                0.58305,                0.38459,                0.98096,               0.002773,               0.002773,               0.002773
                     75,                0.40278,                0.26626,                0.88325,                 0.9682,                0.95246,                0.98057,                0.91335,                 0.5786,                0.38396,                0.97541,               0.002674,               0.002674,               0.002674
                     76,                0.40334,                0.26497,                 0.8849,                0.97128,                0.95204,                0.98029,                0.91451,                0.57719,                0.38325,                0.98063,               0.002575,               0.002575,               0.002575
                     77,                0.41037,                0.27024,                0.88632,                0.97071,                0.95135,                0.98046,                0.91437,                0.57625,                0.37805,                0.97675,               0.002476,               0.002476,               0.002476
                     78,                0.41008,                0.26732,                0.88395,                0.97234,                 0.9525,                0.98058,                0.91565,                0.57609,                0.37829,                0.98288,               0.002377,               0.002377,               0.002377
                     79,                0.39808,                0.26009,                0.88078,                0.97027,                0.94942,                0.97984,                0.91519,                0.57823,                0.37797,                0.97984,               0.002278,               0.002278,               0.002278
                     80,                0.39416,                0.26099,                0.87793,                0.97331,                  0.952,                0.98093,                0.91657,                0.57287,                0.37219,                0.97631,               0.002179,               0.002179,               0.002179
                     81,                0.39273,                0.25733,                0.87902,                0.97214,                0.95218,                0.98115,                0.91709,                0.57178,                0.37405,                0.97133,                0.00208,                0.00208,                0.00208
                     82,                0.38757,                0.26002,                0.87785,                0.97477,                0.95099,                0.98107,                0.91722,                0.57167,                0.37286,                0.97073,               0.001981,               0.001981,               0.001981
                     83,                0.39135,                0.25754,                  0.879,                0.97436,                0.95233,                0.98042,                0.91747,                0.56792,                0.37351,                0.97184,               0.001882,               0.001882,               0.001882
                     84,                0.38464,                0.25508,                0.87739,                0.97278,                0.95266,                0.98051,                0.91755,                0.56641,                0.37217,                0.97375,               0.001783,               0.001783,               0.001783
                     85,                0.38579,                0.25319,                0.87821,                0.97259,                0.95258,                0.98096,                0.91759,                0.56577,                0.37114,                0.97333,               0.001684,               0.001684,               0.001684
                     86,                  0.382,                0.25294,                0.87538,                0.97358,                0.95216,                0.98052,                0.91792,                0.56546,                0.37221,                0.97327,               0.001585,               0.001585,               0.001585
                     87,                0.37963,                0.24694,                0.87498,                0.97443,                0.95262,                0.98074,                0.91753,                0.56751,                0.37545,                0.97645,               0.001486,               0.001486,               0.001486
                     88,                0.38108,                0.25289,                0.87407,                0.97129,                0.95131,                0.98034,                0.91786,                0.56245,                0.37062,                0.97433,               0.001387,               0.001387,               0.001387
                     89,                0.37996,                 0.2515,                0.87371,                0.97516,                0.95161,                0.98143,                0.91862,                0.56311,                 0.3703,                0.97214,               0.001288,               0.001288,               0.001288
                     90,                0.37548,                0.24995,                0.87388,                0.97423,                0.95176,                0.98057,                0.91864,                0.56417,                0.37453,                0.97199,               0.001189,               0.001189,               0.001189
                     91,                0.36783,                0.22757,                0.87019,                0.97475,                0.95168,                0.98042,                0.91873,                0.56401,                0.37189,                0.97071,                0.00109,                0.00109,                0.00109
                     92,                0.35436,                0.22132,                0.86122,                0.97428,                 0.9484,                0.98089,                0.91881,                0.56316,                0.37131,                0.96864,               0.000991,               0.000991,               0.000991
                     93,                0.35104,                0.22069,                0.86232,                0.97406,                 0.9483,                0.98057,                0.91835,                0.56203,                0.36928,                0.96836,               0.000892,               0.000892,               0.000892
                     94,                0.34778,                0.21802,                0.86058,                 0.9728,                0.95019,                0.98049,                0.91854,                 0.5607,                0.37238,                0.96894,               0.000793,               0.000793,               0.000793
                     95,                0.34567,                 0.2168,                0.86008,                0.97024,                0.95051,                0.98053,                0.91892,                0.55842,                0.37141,                0.96743,               0.000694,               0.000694,               0.000694
                     96,                0.33801,                0.21357,                0.85552,                0.96242,                0.94892,                0.98017,                0.91902,                 0.5576,                0.37088,                0.96786,               0.000595,               0.000595,               0.000595
                     97,                0.34007,                0.21578,                0.85907,                0.96443,                0.94904,                0.98028,                0.91914,                0.55716,                0.36973,                0.96832,               0.000496,               0.000496,               0.000496
                     98,                0.33077,                0.21137,                0.85409,                0.96419,                0.94874,                0.98011,                0.91926,                0.55735,                0.36917,                0.96963,               0.000397,               0.000397,               0.000397
                     99,                0.33263,                0.21014,                0.85457,                0.96464,                0.95072,                0.98004,                0.91918,                 0.5562,                0.36863,                0.96871,               0.000298,               0.000298,               0.000298
                    100,                0.33204,                0.20895,                0.85277,                0.96499,                0.95139,                0.98028,                0.91942,                0.55576,                0.36729,                0.96819,               0.000199,               0.000199,               0.000199
