                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.86487,                0.52347,                 1.0839,                0.92087,                0.90804,                0.95144,                 0.7952,                0.99208,                0.64897,                 1.2809,               0.008713,               0.008713,               0.008713
                     15,                 0.8372,                0.50892,                 1.0705,                0.92601,                 0.9145,                0.95508,                0.80411,                0.94357,                0.60737,                  1.249,               0.008614,               0.008614,               0.008614
                     16,                0.83097,                0.50398,                 1.0676,                0.92433,                 0.9107,                0.95751,                0.80927,                 0.9172,                0.59909,                 1.2304,               0.008515,               0.008515,               0.008515
                     17,                0.82538,                0.49941,                 1.0696,                0.92882,                0.92791,                0.96136,                0.81631,                0.91481,                0.58364,                 1.2365,               0.008416,               0.008416,               0.008416
                     18,                0.81923,                0.49281,                 1.0665,                 0.9296,                0.91946,                 0.9602,                0.81775,                0.90593,                0.58502,                 1.2228,               0.008317,               0.008317,               0.008317
                     19,                0.79725,                0.48114,                 1.0517,                0.93375,                0.92764,                0.96376,                0.82574,                0.89909,                0.57143,                 1.2211,               0.008218,               0.008218,               0.008218
                     20,                0.79346,                0.47282,                 1.0539,                0.93737,                 0.9246,                0.96083,                0.82434,                0.88175,                0.57527,                 1.2055,               0.008119,               0.008119,               0.008119
                     21,                 0.7926,                0.47654,                 1.0563,                0.92666,                0.92412,                0.96297,                0.82731,                 0.8849,                0.56985,                 1.2089,                0.00802,                0.00802,                0.00802
                     22,                0.76625,                0.46094,                 1.0437,                0.93875,                 0.9228,                0.96434,                0.83506,                0.86353,                 0.5479,                 1.2041,               0.007921,               0.007921,               0.007921
                     23,                0.76703,                0.46117,                 1.0487,                0.91849,                0.93847,                0.96519,                 0.8336,                0.87244,                0.54911,                 1.1991,               0.007822,               0.007822,               0.007822
                     24,                0.75052,                0.45194,                 1.0355,                0.92012,                0.92665,                0.96418,                0.83109,                0.87252,                0.55977,                 1.2027,               0.007723,               0.007723,               0.007723
                     25,                0.74775,                0.44947,                 1.0363,                0.93618,                0.92963,                0.96657,                0.83631,                 0.8539,                0.53665,                 1.1948,               0.007624,               0.007624,               0.007624
                     26,                0.73358,                0.44276,                 1.0332,                0.93544,                0.92937,                0.96588,                 0.8305,                0.84663,                0.53371,                 1.1916,               0.007525,               0.007525,               0.007525
                     27,                0.74312,                 0.4449,                  1.033,                0.93836,                0.93845,                0.96819,                0.83513,                0.86034,                0.53116,                  1.191,               0.007426,               0.007426,               0.007426
                     28,                0.72007,                0.43266,                 1.0272,                0.94248,                0.92959,                0.96785,                0.83546,                0.85741,                0.53618,                 1.1885,               0.007327,               0.007327,               0.007327
                     29,                0.72794,                0.43121,                 1.0258,                0.94835,                0.93432,                0.96951,                0.83704,                0.85156,                0.52312,                 1.1869,               0.007228,               0.007228,               0.007228
                     30,                0.71872,                0.42816,                 1.0231,                  0.933,                0.93926,                0.96841,                0.83113,                0.84762,                0.53258,                 1.1931,               0.007129,               0.007129,               0.007129
                     31,                0.71127,                0.42656,                 1.0196,                0.94446,                0.93652,                0.97045,                 0.8372,                0.83349,                 0.5144,                 1.1838,                0.00703,                0.00703,                0.00703
                     32,                0.69749,                0.41315,                 1.0137,                0.94462,                0.93488,                0.97051,                0.84232,                 0.8277,                0.50818,                 1.1768,               0.006931,               0.006931,               0.006931
                     33,                0.69338,                 0.4154,                 1.0112,                0.94838,                0.93815,                0.97154,                0.84585,                0.82287,                0.50372,                 1.1743,               0.006832,               0.006832,               0.006832
                     34,                0.68923,                0.41232,                 1.0108,                0.95117,                0.93541,                0.97096,                0.84536,                0.80934,                0.50583,                 1.1671,               0.006733,               0.006733,               0.006733
                     35,                0.68282,                0.40757,                 1.0106,                0.94411,                0.93458,                0.96873,                0.84359,                0.80869,                 0.5048,                 1.1687,               0.006634,               0.006634,               0.006634
                     36,                 0.6775,                0.40387,                 1.0048,                0.94604,                0.94091,                0.97155,                0.84886,                0.79943,                0.49638,                 1.1592,               0.006535,               0.006535,               0.006535
                     37,                0.68734,                0.40675,                 1.0108,                0.94925,                0.94051,                0.97197,                0.84866,                0.80949,                0.48877,                 1.1655,               0.006436,               0.006436,               0.006436
                     38,                0.68177,                0.40351,                 1.0081,                0.94757,                0.93954,                0.97042,                0.84738,                0.80806,                 0.4978,                 1.1626,               0.006337,               0.006337,               0.006337
                     39,                0.66929,                0.39751,                 1.0015,                0.95485,                0.94007,                0.97271,                0.85217,                 0.7994,                0.48918,                 1.1553,               0.006238,               0.006238,               0.006238
                     40,                0.66978,                0.39493,                 1.0023,                0.95233,                0.93822,                0.97163,                0.85309,                0.79189,                0.48492,                 1.1576,               0.006139,               0.006139,               0.006139
                     41,                0.66817,                0.39795,                 1.0042,                  0.947,                0.94005,                 0.9719,                0.85508,                0.78919,                 0.4823,                 1.1578,                0.00604,                0.00604,                0.00604
                     42,                0.65606,                0.38934,                0.99402,                0.94931,                0.93749,                0.97203,                0.85283,                 0.7833,                0.48596,                 1.1546,               0.005941,               0.005941,               0.005941
                     43,                0.65577,                0.38545,                0.99746,                0.95561,                0.93911,                0.97328,                0.85524,                0.79557,                0.47812,                 1.1522,               0.005842,               0.005842,               0.005842
                     44,                0.65021,                0.38509,                0.99348,                0.95289,                0.94304,                0.97399,                0.85861,                0.78014,                0.47571,                 1.1516,               0.005743,               0.005743,               0.005743
                     45,                0.63945,                0.38198,                0.99154,                0.95555,                0.94147,                0.97382,                0.85675,                0.77967,                0.48635,                  1.147,               0.005644,               0.005644,               0.005644
                     46,                0.65416,                0.38272,                0.99677,                 0.9487,                 0.9461,                0.97292,                0.85517,                0.77345,                0.47404,                 1.1433,               0.005545,               0.005545,               0.005545
                     47,                0.64641,                0.38036,                 0.9878,                0.95381,                0.94596,                0.97447,                0.85859,                 0.7655,                0.47632,                 1.1432,               0.005446,               0.005446,               0.005446
                     48,                0.64052,                0.37961,                0.98957,                0.95329,                0.94161,                0.97354,                0.85773,                0.75624,                0.47105,                 1.1431,               0.005347,               0.005347,               0.005347
                     49,                0.64432,                0.38079,                0.99449,                0.95182,                0.94508,                0.97526,                0.86048,                0.75621,                0.46709,                 1.1397,               0.005248,               0.005248,               0.005248
                     50,                0.63477,                0.37466,                0.99227,                0.95387,                  0.944,                0.97424,                0.85793,                0.76046,                  0.467,                 1.1441,               0.005149,               0.005149,               0.005149
                     51,                0.63011,                0.37045,                0.98374,                0.95974,                0.93886,                0.97531,                0.86322,                0.75317,                0.46837,                 1.1323,                0.00505,                0.00505,                0.00505
                     52,                0.62308,                0.36752,                0.98371,                0.95928,                0.94228,                0.97559,                0.86094,                0.75394,                0.46225,                 1.1349,               0.004951,               0.004951,               0.004951
                     53,                 0.6215,                0.36459,                0.98316,                0.95923,                0.94152,                 0.9738,                0.85798,                0.75605,                0.46426,                 1.1394,               0.004852,               0.004852,               0.004852
                     54,                0.61317,                 0.3622,                0.98323,                  0.963,                0.93721,                0.97703,                0.86401,                0.74641,                0.45875,                 1.1351,               0.004753,               0.004753,               0.004753
                     55,                0.61125,                0.36002,                0.97968,                0.96092,                0.94062,                0.97543,                0.86425,                0.74521,                0.45701,                 1.1345,               0.004654,               0.004654,               0.004654
                     56,                 0.6144,                0.36396,                0.98057,                0.96125,                0.93631,                0.97417,                0.86347,                0.75215,                0.46595,                 1.1402,               0.004555,               0.004555,               0.004555
                     57,                0.61467,                0.36296,                0.97893,                0.96223,                0.93602,                0.97633,                0.86624,                0.73816,                0.45726,                 1.1303,               0.004456,               0.004456,               0.004456
                     58,                0.62374,                0.36578,                0.98682,                0.96581,                0.93435,                0.97566,                0.86514,                0.73683,                0.45774,                 1.1258,               0.004357,               0.004357,               0.004357
                     59,                0.59936,                0.35318,                0.97004,                0.95139,                0.94555,                0.97436,                0.86677,                0.73988,                0.45816,                 1.1298,               0.004258,               0.004258,               0.004258
                     60,                0.60255,                0.35698,                0.97438,                0.95513,                0.94049,                0.97587,                 0.8688,                0.72358,                0.45219,                 1.1249,               0.004159,               0.004159,               0.004159
                     61,                0.60786,                  0.358,                0.97593,                0.95073,                 0.9409,                0.97543,                0.86957,                0.72705,                0.45347,                 1.1242,                0.00406,                0.00406,                0.00406
                     62,                 0.5929,                0.35193,                0.97048,                 0.9552,                0.94356,                0.97623,                0.87172,                0.72537,                0.44481,                 1.1291,               0.003961,               0.003961,               0.003961
                     63,                0.60017,                0.35562,                 0.9721,                0.94945,                 0.9414,                0.97546,                0.87113,                0.72032,                0.45254,                 1.1223,               0.003862,               0.003862,               0.003862
                     64,                0.59209,                0.35096,                 0.9684,                0.94571,                0.94444,                0.97564,                0.87244,                0.71779,                 0.4516,                 1.1276,               0.003763,               0.003763,               0.003763
                     65,                0.58996,                0.34948,                0.96474,                 0.9597,                0.93249,                0.97581,                0.87171,                0.72383,                0.44947,                 1.1297,               0.003664,               0.003664,               0.003664
                     66,                0.58426,                0.34805,                 0.9703,                0.95944,                0.94302,                0.97746,                0.87074,                0.71734,                0.44837,                 1.1224,               0.003565,               0.003565,               0.003565
                     67,                0.58136,                0.34749,                0.96846,                0.95009,                0.94531,                0.97636,                0.87227,                0.72055,                0.44753,                 1.1226,               0.003466,               0.003466,               0.003466
                     68,                0.58528,                0.34435,                 0.9667,                0.95589,                 0.9377,                0.97617,                0.87444,                0.71524,                0.44799,                 1.1227,               0.003367,               0.003367,               0.003367
                     69,                0.58165,                0.34526,                0.96863,                 0.9588,                0.94524,                0.97752,                0.87155,                0.71156,                0.44339,                 1.1244,               0.003268,               0.003268,               0.003268
                     70,                0.56917,                 0.3376,                0.96064,                0.95416,                0.94636,                0.97761,                0.87211,                0.70689,                0.44346,                  1.122,               0.003169,               0.003169,               0.003169
                     71,                0.56617,                0.33625,                0.95908,                0.95939,                0.93836,                 0.9768,                 0.8752,                0.70842,                0.44415,                 1.1218,                0.00307,                0.00307,                0.00307
                     72,                 0.5686,                0.33796,                0.96073,                0.95694,                0.93921,                0.97596,                0.87613,                0.70212,                0.44686,                 1.1164,               0.002971,               0.002971,               0.002971
                     73,                0.56842,                0.33949,                0.96219,                  0.954,                0.93968,                 0.9756,                0.87648,                 0.6941,                0.44526,                 1.1123,               0.002872,               0.002872,               0.002872
                     74,                0.55586,                0.33335,                0.95382,                0.95163,                0.94077,                0.97698,                0.87755,                0.69416,                0.44283,                  1.111,               0.002773,               0.002773,               0.002773
                     75,                0.54815,                0.32828,                0.95171,                0.95389,                 0.9384,                0.97701,                0.87953,                0.69403,                0.44024,                 1.1133,               0.002674,               0.002674,               0.002674
                     76,                0.55205,                0.33215,                0.95724,                0.95471,                0.93957,                0.97616,                0.87976,                0.69238,                0.44293,                 1.1119,               0.002575,               0.002575,               0.002575
                     77,                0.56095,                0.33185,                0.95956,                0.95682,                0.94005,                0.97632,                0.88042,                0.68808,                0.43721,                 1.1109,               0.002476,               0.002476,               0.002476
                     78,                0.56694,                0.33527,                0.95799,                0.96128,                0.93993,                0.97588,                 0.8814,                 0.6891,                 0.4387,                 1.1114,               0.002377,               0.002377,               0.002377
                     79,                0.53773,                 0.3256,                0.94759,                 0.9591,                0.93965,                0.97566,                0.88117,                0.68793,                 0.4404,                 1.1125,               0.002278,               0.002278,               0.002278
                     80,                0.54112,                0.32551,                0.94831,                0.96288,                0.94223,                0.97649,                0.88129,                0.68715,                0.44005,                 1.1096,               0.002179,               0.002179,               0.002179
                     81,                0.54036,                0.32433,                 0.9494,                0.96071,                0.94193,                0.97747,                0.88345,                0.68748,                0.44071,                  1.112,                0.00208,                0.00208,                0.00208
                     82,                0.54488,                0.32609,                0.95181,                 0.9602,                0.94131,                0.97761,                0.88292,                0.68677,                0.43807,                 1.1116,               0.001981,               0.001981,               0.001981
                     83,                0.54037,                0.32596,                0.95173,                0.95905,                0.94226,                0.97681,                0.88325,                0.68474,                0.43733,                 1.1091,               0.001882,               0.001882,               0.001882
                     84,                0.53543,                0.32202,                0.94502,                0.96082,                0.94386,                0.97668,                0.88386,                0.68394,                0.44028,                 1.1093,               0.001783,               0.001783,               0.001783
                     85,                0.53232,                 0.3203,                0.94439,                0.96305,                0.94267,                0.97654,                0.88383,                0.68096,                0.43775,                 1.1098,               0.001684,               0.001684,               0.001684
                     86,                0.52792,                0.32004,                0.94431,                0.96538,                0.94292,                 0.9772,                0.88487,                0.68163,                0.43919,                 1.1103,               0.001585,               0.001585,               0.001585
                     87,                0.52291,                 0.3137,                0.94091,                0.96592,                0.94498,                0.97749,                0.88456,                0.68108,                0.43506,                 1.1076,               0.001486,               0.001486,               0.001486
                     88,                0.52859,                0.31772,                0.94303,                0.95841,                0.93987,                0.97661,                0.88493,                0.67756,                0.43413,                 1.1065,               0.001387,               0.001387,               0.001387
                     89,                 0.5269,                0.31912,                0.94192,                0.95892,                0.94219,                0.97693,                0.88532,                0.67899,                0.43427,                 1.1079,               0.001288,               0.001288,               0.001288
                     90,                0.52537,                0.31704,                0.94454,                0.96085,                0.94193,                0.97623,                0.88547,                0.67658,                  0.434,                 1.1072,               0.001189,               0.001189,               0.001189
                     91,                0.50283,                0.29172,                0.95144,                0.96199,                0.94517,                0.97629,                0.88536,                0.67685,                0.43307,                 1.1071,                0.00109,                0.00109,                0.00109
                     92,                0.48666,                0.28449,                0.94272,                0.96118,                0.94433,                0.97741,                0.88652,                 0.6763,                0.43058,                 1.1064,               0.000991,               0.000991,               0.000991
                     93,                0.47787,                0.28045,                0.94095,                0.96081,                0.93976,                0.97772,                0.88673,                  0.676,                0.42899,                 1.1074,               0.000892,               0.000892,               0.000892
                     94,                0.47677,                0.27961,                0.93469,                  0.957,                0.93888,                0.97777,                0.88719,                  0.674,                0.43053,                 1.1065,               0.000793,               0.000793,               0.000793
                     95,                0.47228,                0.27874,                0.93382,                0.95816,                0.93458,                0.97715,                0.88676,                0.67277,                0.43239,                 1.1082,               0.000694,               0.000694,               0.000694
                     96,                0.46456,                0.27482,                0.92839,                0.95713,                 0.9347,                0.97757,                0.88786,                0.67108,                0.43315,                 1.1076,               0.000595,               0.000595,               0.000595
                     97,                0.46447,                0.27595,                 0.9328,                0.95433,                 0.9376,                0.97712,                0.88905,                0.66772,                0.43501,                 1.1059,               0.000496,               0.000496,               0.000496
                     98,                0.45585,                  0.273,                0.92605,                0.95569,                0.93485,                0.97699,                0.88973,                 0.6647,                0.43554,                 1.1044,               0.000397,               0.000397,               0.000397
                     99,                0.46018,                0.27504,                0.92739,                0.95485,                0.93785,                0.97695,                0.89022,                0.66436,                0.43692,                 1.1046,               0.000298,               0.000298,               0.000298
                    100,                0.45798,                0.27124,                0.92419,                 0.9586,                0.93632,                0.97722,                0.89075,                0.66369,                0.43743,                 1.1044,               0.000199,               0.000199,               0.000199
