                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                0.77376,                0.50823,                 1.2259,                0.94991,                0.92805,                0.96673,                0.83545,                0.89549,                0.59222,                 1.3841,               0.008119,               0.008119,               0.008119
                     21,                0.77867,                0.51411,                 1.2321,                0.93731,                0.94146,                0.96809,                0.83882,                0.87092,                0.59403,                 1.3613,                0.00802,                0.00802,                0.00802
                     22,                0.74698,                0.49232,                   1.21,                0.93572,                0.93476,                0.96716,                0.83603,                0.88087,                0.58353,                 1.3537,               0.007921,               0.007921,               0.007921
                     23,                0.75366,                0.49528,                 1.2213,                0.93706,                0.92657,                0.96745,                0.83842,                0.87191,                0.59168,                 1.3602,               0.007822,               0.007822,               0.007822
                     24,                0.73896,                0.48398,                 1.2022,                0.93834,                0.93031,                0.96659,                0.83444,                0.87656,                0.60101,                 1.3656,               0.007723,               0.007723,               0.007723
                     25,                0.73357,                0.48249,                 1.1966,                0.94097,                0.93828,                0.96992,                0.84063,                0.85915,                0.56288,                 1.3493,               0.007624,               0.007624,               0.007624
                     26,                0.71905,                 0.4737,                 1.1919,                0.94372,                0.93663,                0.97143,                 0.8406,                0.84906,                 0.5569,                 1.3449,               0.007525,               0.007525,               0.007525
                     27,                0.72726,                0.47401,                 1.1935,                0.94403,                0.93919,                 0.9712,                 0.8423,                0.84856,                0.56034,                 1.3293,               0.007426,               0.007426,               0.007426
                     28,                0.71111,                0.46144,                 1.1894,                0.94384,                0.93427,                0.97062,                0.84586,                0.84746,                0.54345,                 1.3309,               0.007327,               0.007327,               0.007327
                     29,                0.71378,                0.45729,                 1.1845,                 0.9487,                0.93902,                0.97098,                0.84392,                0.84849,                0.54886,                  1.326,               0.007228,               0.007228,               0.007228
                     30,                0.70989,                0.45851,                 1.1798,                0.93735,                0.94163,                 0.9716,                0.84577,                0.84052,                0.53958,                  1.327,               0.007129,               0.007129,               0.007129
                     31,                0.70325,                0.45567,                 1.1751,                0.93937,                0.93916,                0.97024,                 0.8431,                0.84251,                0.53833,                 1.3374,                0.00703,                0.00703,                0.00703
                     32,                0.68874,                0.44087,                 1.1662,                0.93919,                0.92966,                0.96872,                 0.8461,                0.81956,                 0.5466,                 1.3042,               0.006931,               0.006931,               0.006931
                     33,                 0.6861,                0.44227,                 1.1616,                0.94191,                 0.9332,                0.97168,                0.85058,                0.81826,                0.53121,                  1.301,               0.006832,               0.006832,               0.006832
                     34,                0.68494,                0.44082,                 1.1627,                0.94949,                0.93598,                0.97292,                0.85054,                 0.8145,                0.53697,                 1.2962,               0.006733,               0.006733,               0.006733
                     35,                0.67626,                0.43428,                  1.161,                0.95167,                 0.9362,                0.97386,                0.85138,                0.82877,                0.52594,                 1.3086,               0.006634,               0.006634,               0.006634
                     36,                0.67436,                0.43345,                 1.1517,                0.94794,                 0.9428,                0.97335,                0.85306,                0.79935,                0.52677,                 1.2915,               0.006535,               0.006535,               0.006535
                     37,                0.67984,                0.43574,                 1.1624,                0.94712,                0.94724,                0.97371,                0.85763,                0.80259,                0.51714,                 1.2896,               0.006436,               0.006436,               0.006436
                     38,                0.67463,                0.43007,                 1.1585,                 0.9441,                0.94781,                 0.9734,                0.85463,                0.79971,                0.51144,                 1.3003,               0.006337,               0.006337,               0.006337
                     39,                0.66634,                0.42717,                 1.1472,                  0.947,                0.94648,                0.97538,                0.85284,                0.80161,                0.50789,                 1.2841,               0.006238,               0.006238,               0.006238
                     40,                 0.6641,                0.42219,                 1.1492,                0.94805,                0.94798,                0.97465,                0.85709,                0.79267,                0.50003,                 1.2829,               0.006139,               0.006139,               0.006139
                     41,                0.66204,                0.42478,                 1.1484,                0.95144,                0.94355,                0.97444,                0.85919,                0.79467,                0.50503,                 1.2838,                0.00604,                0.00604,                0.00604
                     42,                0.65284,                 0.4155,                 1.1352,                0.94661,                  0.948,                0.97315,                0.85655,                0.78446,                0.50945,                 1.2665,               0.005941,               0.005941,               0.005941
                     43,                0.65362,                0.41476,                 1.1394,                0.94941,                0.94663,                0.97496,                0.85833,                 0.7826,                 0.5065,                 1.2713,               0.005842,               0.005842,               0.005842
                     44,                0.64635,                 0.4125,                 1.1317,                 0.9538,                0.94208,                 0.9763,                0.86096,                0.79233,                0.50386,                 1.2769,               0.005743,               0.005743,               0.005743
                     45,                0.63702,                 0.4074,                 1.1288,                0.94881,                0.94819,                0.97556,                0.86188,                0.77959,                0.49779,                   1.27,               0.005644,               0.005644,               0.005644
                     46,                0.65088,                0.41078,                 1.1376,                0.95408,                0.94301,                 0.9754,                0.86298,                0.76853,                0.48105,                  1.257,               0.005545,               0.005545,               0.005545
                     47,                0.64438,                0.40616,                 1.1245,                0.94965,                0.95096,                 0.9765,                0.86273,                0.76997,                0.49632,                 1.2602,               0.005446,               0.005446,               0.005446
                     48,                0.63927,                0.40676,                 1.1299,                0.95284,                 0.9388,                0.97529,                0.85856,                  0.766,                 0.4944,                 1.2565,               0.005347,               0.005347,               0.005347
                     49,                0.64318,                 0.4081,                 1.1386,                0.94928,                0.94592,                0.97443,                0.86009,                0.76426,                0.49735,                 1.2595,               0.005248,               0.005248,               0.005248
                     50,                0.63525,                0.40375,                 1.1316,                0.95239,                0.94763,                0.97614,                0.86176,                0.76901,                0.49175,                 1.2606,               0.005149,               0.005149,               0.005149
                     51,                0.62869,                0.39622,                 1.1185,                0.95811,                0.94251,                0.97632,                0.86418,                0.76593,                0.49654,                 1.2559,                0.00505,                0.00505,                0.00505
                     52,                0.62154,                0.39423,                  1.116,                0.95301,                0.94671,                0.97658,                  0.863,                0.76428,                 0.4854,                 1.2577,               0.004951,               0.004951,               0.004951
                     53,                0.61763,                0.38803,                 1.1174,                0.95618,                0.94602,                0.97698,                0.86435,                0.75362,                0.47936,                 1.2493,               0.004852,               0.004852,               0.004852
                     54,                 0.6159,                0.38756,                 1.1136,                0.95429,                0.94639,                0.97658,                0.86557,                0.75613,                0.48493,                  1.247,               0.004753,               0.004753,               0.004753
                     55,                0.61032,                0.38537,                 1.1093,                0.95756,                0.94732,                0.97737,                0.86677,                0.74793,                 0.4729,                 1.2411,               0.004654,               0.004654,               0.004654
                     56,                0.61119,                0.38693,                 1.1116,                0.95209,                0.94207,                 0.9762,                0.86836,                0.75145,                 0.4771,                 1.2461,               0.004555,               0.004555,               0.004555
                     57,                0.61361,                 0.3876,                 1.1121,                0.95476,                0.94693,                0.97615,                0.86928,                0.74493,                0.47834,                 1.2418,               0.004456,               0.004456,               0.004456
                     58,                0.62626,                0.39269,                 1.1226,                0.95044,                0.94901,                0.97692,                0.86245,                0.75787,                0.48245,                 1.2461,               0.004357,               0.004357,               0.004357
                     59,                0.60102,                0.37594,                 1.0999,                0.95556,                0.94857,                0.97787,                0.87038,                0.74663,                0.47663,                 1.2373,               0.004258,               0.004258,               0.004258
                     60,                 0.6034,                0.38106,                 1.1089,                0.95834,                0.94366,                0.97722,                0.86883,                0.74118,                0.47189,                 1.2375,               0.004159,               0.004159,               0.004159
                     61,                0.60621,                0.37953,                 1.1085,                 0.9552,                0.94526,                0.97815,                 0.8714,                0.73844,                0.47612,                 1.2388,                0.00406,                0.00406,                0.00406
                     62,                0.59583,                0.37592,                 1.0977,                 0.9547,                0.94593,                 0.9788,                0.87303,                0.73309,                0.46754,                  1.234,               0.003961,               0.003961,               0.003961
                     63,                 0.6025,                0.37877,                 1.1012,                0.95618,                0.94685,                0.97869,                0.87227,                0.73867,                0.47257,                  1.233,               0.003862,               0.003862,               0.003862
                     64,                0.59874,                0.37445,                 1.0994,                0.95454,                0.94939,                0.97991,                0.87381,                0.72835,                0.46443,                 1.2285,               0.003763,               0.003763,               0.003763
                     65,                0.59651,                0.37508,                 1.0933,                0.95554,                0.94971,                0.97955,                 0.8734,                0.73027,                 0.4659,                 1.2301,               0.003664,               0.003664,               0.003664
                     66,                0.59153,                 0.3713,                 1.0994,                0.95254,                0.94944,                 0.9785,                0.87035,                0.73171,                0.46912,                 1.2268,               0.003565,               0.003565,               0.003565
                     67,                0.58515,                0.37112,                 1.0963,                0.95381,                0.94643,                0.97876,                0.87312,                 0.7218,                0.46471,                 1.2199,               0.003466,               0.003466,               0.003466
                     68,                0.58764,                0.36792,                  1.091,                0.95225,                0.95081,                 0.9785,                0.87559,                 0.7203,                0.46404,                 1.2208,               0.003367,               0.003367,               0.003367
                     69,                0.58538,                0.36921,                 1.0928,                 0.9489,                0.95441,                0.97931,                0.87199,                 0.7222,                0.45954,                 1.2231,               0.003268,               0.003268,               0.003268
                     70,                0.57146,                0.35944,                 1.0811,                0.94659,                0.95587,                0.97908,                0.87361,                0.71897,                0.46089,                 1.2214,               0.003169,               0.003169,               0.003169
                     71,                0.56749,                0.35756,                 1.0777,                0.95927,                0.94653,                0.97912,                0.87519,                0.71698,                0.46036,                 1.2232,                0.00307,                0.00307,                0.00307
                     72,                0.57313,                0.36146,                 1.0844,                0.95768,                 0.9466,                0.97928,                0.87441,                0.71817,                0.46356,                 1.2217,               0.002971,               0.002971,               0.002971
                     73,                0.56912,                0.36224,                 1.0809,                0.95308,                0.95071,                0.97932,                0.87344,                0.71578,                0.45879,                 1.2171,               0.002872,               0.002872,               0.002872
                     74,                0.56099,                0.35703,                 1.0727,                0.95372,                0.94928,                0.97934,                 0.8762,                0.71466,                0.46175,                 1.2134,               0.002773,               0.002773,               0.002773
                     75,                0.55394,                0.35161,                 1.0721,                0.95119,                0.95209,                0.97946,                0.87815,                0.70865,                0.46214,                  1.209,               0.002674,               0.002674,               0.002674
                     76,                0.55561,                 0.3559,                 1.0719,                0.95351,                0.94666,                0.97896,                0.87907,                0.70501,                0.46683,                 1.2072,               0.002575,               0.002575,               0.002575
                     77,                0.56919,                0.35744,                 1.0835,                0.94618,                0.95043,                0.97883,                0.87949,                 0.7067,                0.46907,                 1.2101,               0.002476,               0.002476,               0.002476
                     78,                0.57068,                0.35833,                 1.0769,                0.95651,                0.94488,                 0.9795,                 0.8806,                0.70388,                0.46027,                 1.2078,               0.002377,               0.002377,               0.002377
                     79,                 0.5467,                0.35037,                 1.0636,                0.95761,                0.94626,                0.97978,                0.88215,                0.69732,                0.45716,                 1.2039,               0.002278,               0.002278,               0.002278
                     80,                0.54508,                0.34717,                 1.0625,                0.95625,                0.94627,                0.97961,                0.88301,                0.69934,                0.45721,                 1.2038,               0.002179,               0.002179,               0.002179
                     81,                0.54504,                0.34713,                 1.0635,                0.95476,                0.94652,                0.97885,                0.88352,                0.69943,                0.45841,                 1.2008,                0.00208,                0.00208,                0.00208
                     82,                0.54425,                  0.348,                 1.0655,                0.95594,                0.94623,                 0.9786,                0.88385,                0.69623,                0.45736,                 1.1997,               0.001981,               0.001981,               0.001981
                     83,                0.54695,                0.34999,                 1.0627,                0.95604,                0.94639,                0.97945,                0.88416,                0.69488,                0.45562,                 1.2007,               0.001882,               0.001882,               0.001882
                     84,                0.53829,                 0.3441,                 1.0577,                0.95633,                0.94845,                0.97948,                0.88554,                0.69204,                0.45512,                 1.2003,               0.001783,               0.001783,               0.001783
                     85,                0.53994,                0.34382,                  1.061,                0.95598,                0.94653,                0.97981,                0.88649,                0.68938,                0.45464,                 1.2005,               0.001684,               0.001684,               0.001684
                     86,                0.53241,                0.34279,                 1.0558,                0.95534,                0.94684,                0.97966,                0.88698,                0.68983,                0.45552,                 1.2001,               0.001585,               0.001585,               0.001585
                     87,                0.52753,                0.33644,                 1.0506,                0.95591,                 0.9487,                0.97987,                0.88756,                0.68772,                 0.4515,                 1.1975,               0.001486,               0.001486,               0.001486
                     88,                0.53359,                0.34169,                 1.0562,                0.95898,                 0.9423,                0.97931,                0.88775,                0.68521,                0.45113,                 1.1935,               0.001387,               0.001387,               0.001387
                     89,                0.53357,                0.34316,                 1.0546,                 0.9553,                 0.9468,                0.97944,                0.88764,                0.68406,                0.45224,                 1.1918,               0.001288,               0.001288,               0.001288
                     90,                0.53131,                 0.3404,                 1.0569,                 0.9559,                0.94116,                0.97936,                0.88755,                 0.6838,                0.45289,                 1.1913,               0.001189,               0.001189,               0.001189
                     91,                0.50796,                0.30817,                 1.0643,                0.95844,                0.94678,                0.97969,                0.88945,                0.68161,                0.45015,                 1.1911,                0.00109,                0.00109,                0.00109
                     92,                0.49175,                0.30122,                 1.0455,                0.96012,                0.94309,                0.97949,                0.88999,                0.68184,                0.44897,                 1.1915,               0.000991,               0.000991,               0.000991
                     93,                0.48734,                0.29909,                 1.0486,                0.95949,                0.94252,                0.97956,                  0.891,                0.68002,                0.44944,                 1.1896,               0.000892,               0.000892,               0.000892
                     94,                0.48562,                 0.2984,                 1.0447,                0.95695,                0.94278,                0.97942,                 0.8922,                0.67869,                0.44999,                 1.1885,               0.000793,               0.000793,               0.000793
                     95,                0.48254,                 0.2969,                 1.0417,                0.95695,                0.94375,                0.97891,                0.89286,                0.67713,                0.44982,                 1.1874,               0.000694,               0.000694,               0.000694
                     96,                0.47415,                0.29224,                 1.0331,                0.95612,                0.94209,                0.97903,                0.89311,                0.67455,                0.45043,                 1.1853,               0.000595,               0.000595,               0.000595
                     97,                0.47791,                0.29541,                 1.0451,                0.95883,                0.94236,                0.97916,                0.89392,                 0.6737,                0.45042,                 1.1851,               0.000496,               0.000496,               0.000496
                     98,                0.46754,                0.29086,                 1.0312,                0.95563,                0.94349,                 0.9791,                0.89455,                0.67277,                0.44981,                 1.1845,               0.000397,               0.000397,               0.000397
                     99,                0.47159,                0.29177,                  1.035,                0.95594,                0.94419,                0.97892,                0.89459,                0.67281,                0.45043,                 1.1851,               0.000298,               0.000298,               0.000298
                    100,                0.46855,                0.28896,                 1.0323,                0.95558,                0.94532,                0.97904,                0.89474,                0.67165,                0.44998,                 1.1852,               0.000199,               0.000199,               0.000199
